status,user_id,created_at,updated_at
1,6,2017-02-26,2017-02-26
1,10,2017-06-23,2017-06-23
1,8,2017-03-25,2017-03-25
1,2,2017-01-01,2017-01-01
2,10,2016-11-23,2016-11-23
0,2,2016-11-01,2016-11-01
2,9,2017-08-30,2017-08-30
0,25,2017-12-27,2017-12-27
0,1,2016-12-18,2016-12-18
2,25,2017-08-20,2017-08-20
2,12,2016-10-23,2016-10-23
0,25,2017-02-18,2017-02-18
2,7,2017-04-08,2017-04-08
2,25,2017-04-07,2017-04-07
0,18,2017-04-10,2017-04-10
0,8,2017-02-20,2017-02-20
1,10,2017-08-21,2017-08-21
2,4,2017-07-18,2017-07-18
1,21,2017-11-28,2017-11-28
0,14,2016-12-23,2016-12-23
0,21,2016-10-21,2016-10-21
0,25,2016-08-28,2016-08-28
2,17,2017-09-17,2017-09-17
2,15,2017-08-14,2017-08-14
1,17,2016-10-23,2016-10-23
2,16,2017-10-08,2017-10-08
1,6,2017-09-14,2017-09-14
1,2,2017-06-28,2017-06-28
2,15,2017-02-06,2017-02-06
1,2,2017-02-12,2017-02-12
0,1,2016-11-04,2016-11-04
2,5,2017-03-11,2017-03-11
2,6,2017-08-23,2017-08-23
2,4,2017-09-12,2017-09-12
0,26,2017-05-13,2017-05-13
1,5,2017-12-22,2017-12-22
0,15,2017-10-23,2017-10-23
0,25,2016-10-05,2016-10-05
1,22,2016-12-27,2016-12-27
1,20,2016-09-18,2016-09-18
0,10,2017-11-19,2017-11-19
1,25,2016-12-07,2016-12-07
0,7,2017-03-05,2017-03-05
1,1,2017-07-08,2017-07-08
0,21,2016-12-02,2016-12-02
0,24,2017-10-16,2017-10-16
0,5,2016-11-01,2016-11-01
0,20,2017-04-20,2017-04-20
1,21,2017-10-02,2017-10-02
0,5,2017-09-07,2017-09-07
1,25,2016-08-25,2016-08-25
0,23,2017-03-12,2017-03-12
1,20,2017-03-04,2017-03-04
2,21,2016-11-12,2016-11-12
1,20,2017-09-15,2017-09-15
2,13,2016-09-15,2016-09-15
2,4,2017-09-16,2017-09-16
1,7,2017-02-15,2017-02-15
1,19,2017-12-30,2017-12-30
1,25,2016-12-06,2016-12-06
0,28,2016-10-06,2016-10-06
0,17,2017-07-13,2017-07-13
0,27,2016-11-13,2016-11-13
0,19,2017-12-04,2017-12-04
0,29,2017-05-13,2017-05-13
1,6,2017-05-27,2017-05-27
0,21,2016-12-24,2016-12-24
0,21,2017-12-29,2017-12-29
1,4,2017-02-11,2017-02-11
0,7,2016-11-28,2016-11-28
0,6,2017-09-09,2017-09-09
2,4,2017-03-29,2017-03-29
0,16,2016-08-25,2016-08-25
2,29,2016-11-13,2016-11-13
2,4,2017-11-07,2017-11-07
0,23,2017-05-08,2017-05-08
2,1,2017-12-13,2017-12-13
0,8,2017-09-26,2017-09-26
1,14,2017-03-01,2017-03-01
2,19,2017-01-10,2017-01-10
1,20,2017-06-25,2017-06-25
2,3,2017-01-07,2017-01-07
2,24,2017-02-01,2017-02-01
0,14,2017-07-18,2017-07-18
2,3,2016-12-09,2016-12-09
2,17,2017-01-07,2017-01-07
2,3,2017-04-21,2017-04-21
2,23,2017-03-31,2017-03-31
0,9,2017-10-26,2017-10-26
2,22,2016-11-23,2016-11-23
2,6,2017-06-20,2017-06-20
1,16,2017-12-31,2017-12-31
0,9,2017-01-10,2017-01-10
1,14,2016-10-13,2016-10-13
0,1,2017-07-15,2017-07-15
1,15,2017-11-15,2017-11-15
2,16,2017-02-01,2017-02-01
0,10,2016-08-30,2016-08-30
1,12,2017-04-17,2017-04-17
1,5,2016-10-21,2016-10-21
1,17,2016-12-18,2016-12-18
1,25,2017-07-05,2017-07-05
2,20,2017-01-12,2017-01-12
0,26,2017-01-15,2017-01-15
2,29,2017-03-01,2017-03-01
1,28,2016-12-09,2016-12-09
2,28,2017-04-30,2017-04-30
0,26,2017-11-29,2017-11-29
1,14,2017-05-12,2017-05-12
2,6,2017-06-30,2017-06-30
1,29,2017-01-14,2017-01-14
2,13,2016-11-06,2016-11-06
1,21,2016-11-23,2016-11-23
0,3,2017-02-01,2017-02-01
0,15,2017-03-10,2017-03-10
2,15,2017-05-13,2017-05-13
2,11,2016-11-29,2016-11-29
2,13,2016-10-03,2016-10-03
1,28,2017-01-04,2017-01-04
2,26,2016-09-14,2016-09-14
1,4,2017-06-10,2017-06-10
1,26,2017-06-10,2017-06-10
0,1,2017-07-14,2017-07-14
2,14,2016-11-21,2016-11-21
0,2,2017-01-22,2017-01-22
1,20,2017-01-23,2017-01-23
1,22,2017-11-05,2017-11-05
1,9,2017-08-02,2017-08-02
1,2,2017-02-14,2017-02-14
1,23,2017-05-02,2017-05-02
1,22,2017-04-17,2017-04-17
2,3,2017-12-12,2017-12-12
0,8,2017-01-21,2017-01-21
2,18,2017-05-01,2017-05-01
1,5,2016-12-06,2016-12-06
0,13,2017-04-07,2017-04-07
1,19,2017-09-21,2017-09-21
1,9,2017-05-03,2017-05-03
1,1,2017-09-09,2017-09-09
1,19,2017-01-15,2017-01-15
2,6,2017-10-21,2017-10-21
1,28,2016-09-30,2016-09-30
1,11,2017-06-17,2017-06-17
0,16,2016-11-27,2016-11-27
1,20,2017-10-11,2017-10-11
1,2,2017-05-22,2017-05-22
2,29,2017-09-06,2017-09-06
0,13,2017-07-03,2017-07-03
1,10,2017-04-25,2017-04-25
0,17,2016-12-24,2016-12-24
2,13,2017-05-09,2017-05-09
1,12,2017-08-25,2017-08-25
0,14,2017-01-01,2017-01-01
1,15,2016-09-06,2016-09-06
2,25,2016-09-07,2016-09-07
2,7,2017-02-28,2017-02-28
0,2,2017-12-13,2017-12-13
0,14,2016-12-11,2016-12-11
1,7,2017-03-25,2017-03-25
0,14,2017-08-25,2017-08-25
0,12,2017-03-21,2017-03-21
2,16,2017-03-19,2017-03-19
0,5,2017-09-28,2017-09-28
2,7,2016-11-03,2016-11-03
2,13,2017-08-04,2017-08-04
1,20,2016-10-01,2016-10-01
0,20,2017-03-29,2017-03-29
1,14,2017-10-31,2017-10-31
2,12,2017-11-27,2017-11-27
1,20,2017-07-25,2017-07-25
0,14,2017-05-24,2017-05-24
1,24,2017-08-18,2017-08-18
1,17,2016-10-05,2016-10-05
2,5,2017-06-11,2017-06-11
1,15,2017-11-13,2017-11-13
0,26,2017-01-26,2017-01-26
0,7,2017-01-31,2017-01-31
0,24,2016-10-24,2016-10-24
1,21,2017-05-26,2017-05-26
2,20,2017-01-22,2017-01-22
1,13,2017-09-06,2017-09-06
0,28,2017-05-14,2017-05-14
0,3,2017-07-22,2017-07-22
0,10,2016-12-18,2016-12-18
2,28,2017-07-24,2017-07-24
1,10,2016-12-30,2016-12-30
0,5,2017-08-02,2017-08-02
0,5,2016-12-28,2016-12-28
1,27,2017-04-18,2017-04-18
0,10,2018-01-01,2018-01-01
1,1,2017-10-03,2017-10-03
1,20,2017-06-18,2017-06-18
0,21,2017-03-18,2017-03-18
1,12,2017-07-23,2017-07-23
1,11,2017-08-15,2017-08-15
0,5,2016-11-08,2016-11-08
0,8,2017-12-09,2017-12-09
0,29,2017-05-11,2017-05-11
2,11,2017-11-04,2017-11-04
0,20,2017-09-19,2017-09-19
1,9,2017-01-08,2017-01-08
0,21,2017-07-03,2017-07-03
1,17,2017-01-08,2017-01-08
0,16,2017-06-14,2017-06-14
0,24,2016-08-30,2016-08-30
0,2,2017-01-28,2017-01-28
0,27,2016-10-11,2016-10-11
1,29,2017-05-14,2017-05-14
2,15,2017-11-21,2017-11-21
0,7,2017-08-25,2017-08-25
0,17,2017-01-29,2017-01-29
0,20,2017-09-16,2017-09-16
1,4,2017-02-10,2017-02-10
2,26,2016-08-27,2016-08-27
2,17,2017-01-24,2017-01-24
2,1,2017-05-10,2017-05-10
1,10,2017-02-15,2017-02-15
1,7,2016-12-09,2016-12-09
1,1,2016-11-16,2016-11-16
1,23,2017-04-14,2017-04-14
1,27,2017-11-10,2017-11-10
0,3,2017-04-14,2017-04-14
1,2,2017-08-04,2017-08-04
1,25,2017-05-23,2017-05-23
